[
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11, 8, 8,13, 5,11, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8,13, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 7, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2,19, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17, 3, 0,23, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5,17, 2, 2, 3, 0, 0, 0,21, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5,11, 8, 9, 0, 1, 2, 2, 3, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2,19, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5,11,13, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,19,11,12,13, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5,14,16, 6, 0, 0, 0, 0, 0, 0, 1, 2, 2,19, 5,14, 0, 7,13, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5,17,19, 6, 0, 0, 0, 0,23, 0, 4, 5, 5, 5, 5,14,24, 0,16, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 1, 2, 2,19, 5, 5, 5, 5,17,18,18,19, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0,22, 0, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17, 2, 2, 2,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
]
