[
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5,11, 8, 8, 8, 8,13, 5,11, 8, 8, 8, 8,13, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 7, 8, 9, 0, 0, 0,25, 7,13, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6,25, 0, 0,52, 0,24, 0,21, 0, 0, 0, 0,53, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 1, 2, 2, 2, 3, 0, 0, 1, 2,19, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0,53, 0, 0, 7,13,11, 8, 9, 0, 0, 7,13, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17, 2, 3, 0, 0, 0, 7, 9, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 6,51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5,17, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11, 8, 8, 8, 8, 9, 0, 0, 0, 0,52, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0,25, 0, 0, 0, 0, 0, 0, 0, 0, 7,13, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6,82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0,52, 0, 0, 0, 0,53, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2,19, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11,13, 6, 0, 0, 0,22, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,14,16, 6, 0, 0, 1, 3, 0, 0, 0, 0, 0, 7,13, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17,19, 6, 0, 0, 0, 0, 0, 0,51, 0,21,83, 4, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 6, 0,53,81, 0, 0, 1, 2, 2, 2, 2,19, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5,17, 2, 2, 2, 2, 2,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
]
