[
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5,11, 8, 8, 8, 8,13, 5,11, 8, 8, 8,13, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11, 8, 8, 8,13, 5, 5,11, 8, 9, 0, 0,25, 0, 7, 8, 9,25, 0, 0, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 7,13, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,82, 0, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 7, 8, 9, 0, 0, 0,52,51, 0, 0, 0, 0,51, 0, 0, 4, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0,23, 0, 0,22,53,53,81, 0, 0, 0, 1, 2, 3, 0, 0, 1, 2, 2,19, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17, 2, 3, 0, 1, 2, 2, 2, 3, 0, 0, 0, 7, 8, 9, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 4,11, 8,13,17, 2, 3, 0, 0, 0, 0, 0, 1,19, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 4, 6,25, 7,13,11, 9, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 4, 6,24,23, 4, 6,25, 0, 0, 0, 0, 1,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 4,17, 2, 2,19, 6, 0, 0, 0, 1, 2,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5,11, 9, 0, 7, 8,13, 5,11, 9, 0, 0,22, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,11, 9, 0, 0, 0,25, 7, 8, 9, 0, 0, 1, 2,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6, 0, 0,51, 0,51, 0,21, 0, 0, 0, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 6,83,23, 1, 2, 2, 2, 2, 2, 2, 2,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5,17, 2, 2,19, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5],
]
